eyibha-tshathi	REL
yasekhaya	POSS09
abanezakhono	REL
kumgaqo	NLOC
action	FOR
namabhunga	ADV
banothotho	COP
000	NUM
ngokobuhlanga	ADV
ngeeprojekthi	ADV
ngokunikwa	ADV
olusetyenziswa	REL
kwezenzululwazi	POSS15
abenza	REL
abanomdla	REL
ziyimpumelelo	COP
nentsingiselo	ADV
asililo	COP
and	FOR
lalo	POSS05
enjengokusilela	REL
olugcinekileyo	REL
neferokhrowum	ADV
ekufana	REL
lungumceli-mngeni	COP
ezinempembelelo	REL
obuphi	REL
nelifa	ADV
yokuhlola	POSS09
nyathela	V
kolutsha	POSS15
nengqesho	ADV
wesiqulatho	POSS03
neepowusta	ADV
lamanqaku	POSS05
ngowabo	COP
zamanyathelo	POSS08
nentsholongwane	ADV
lokunikezela	POSS11
iingcinga	N10
kwiimodeli	NLOC
ezaqaliswa	REL
obumiswe	REL
iikhontrakthi	N10
ngamanye	ADV
ezintathu	ADJ10
esikukhetha	REL
lwemithombo	POSS11
cinga	V
lwekhabhoni	POSS11
kwabo	POSS15
nasekufunzeni	ADV
32	NUM
nabathengi	ADV
sephepha	POSS07
oluneenkcukacha	REL
fihla	V
beengingqi	POSS02
isisiseko	COP
yento	POSS09
ukhona	COP
nezigqeba	ADV
nxulumano	N11
balisa	V
eswenikwinkqubo	NLOC
yokuqhuba	POSS09
engqalisiweyo	REL
zezo	POSS10
ochaziweyo	REL
eyimfuneko	REL
kwelama-76	NLOC
loomahlulelane	POSS11
kohlahlo-mali	POSS15
adweliswe	REL
yengingqi	POSS09
ophantsi	REL
eqale	REL
lokukhula	POSS05
qikelela	V
mabakala	N06
intlanganiso	N09
kwesinye	ADJLOC
kweminyaka	POSS15
kulawulo	NLOC
lezemisebenzi	POSS05
lobundlobongela	POSS05
lokubaluleka	POSS05
ngumzekelo	COP
kwi-afrika	NLOC
abazali	N02
kokuphumeza	POSS15
kumanxweme	NLOC
bamaziko	POSS14
xinana	V
yecbp	POSS09
koqeqesho	POSS15
izindululo	N08
ziphambili	ADV
nenokwenza	ADV
okusebenzayo	REL
lunxibelelwano	COP
abo	POSS06
zokuvumelana	POSS10
okuphumeza	POSS06
shushu	ADV
engaguqukiyo	REL
ilali	N05
namaceba	ADV
enyathelo	POSS07
alingohalala	COP
lwendleko	POSS11
kungumceli-mngeni	COP
ulutsha	ADJ11
ababasebenzelayo	REL
nokucebisa	ADV
emakhitshini	NLOC
elivisayo	REL
lokongeza	POSS05
kwizimbiwa	NLOC
lubuthathaka	COP
wenzuzo	POSS03
kungenelelo	NLOC
lemigodi	POSS05
urhulumente	N01a
sobutyebi	POSS07
wendalo	POSS03
engasentla	REL
olubona	REL
zekomiti	POSS08
lomntu	POSS05
nezoqoqosho	ADV
emininzi	ADJ04
wabo	POSS03
abanazo	REL
elilindelekileyo	REL
ngumntu	COP
yamathuba	POSS09
nyusa	V
ngokucothayo	ADV
ngelo	ADV
abathengisa	REL
ngokuzikisa	ADV
wobungakanani	POSS03
okutyisa	POSS06
xhomekeka	V
abaluleke	REL
isizwe	N07
umniki	N01
egumbini	NLOC
kumantombazana	NLOC
kwindawo	NLOC
neshishini	ADV
nexesha	ADV
kolu	CDEMLOC
ophathelele	REL
emi	REL
mawabe	COP
esandlala	REL
ngaphakathi	ADV
ekwiphepha	REL
kwishishini	NLOC
kwamabhunga	POSS15
wokuba	POSS03
le-smart	POSS05
akuyonto	COP
nokunceda	ADV
esisigxina	REL
nokusemthethweni	ADV
womvuzo	POSS01
abasebenzisa	REL
neengcebiso	ADV
imingeni	N04
ii-idp	N10
lwendalo	POSS11
ezidlalwa	REL
ngababhexeshi	COP
namanyathelo	ADV
kwinkxaso-mali	NLOC
alungeleyo	REL
nabathunywa	ADV
ngokunyulwa	ADV
inokubakho	COP
nezazisanayo	ADV
bomzantsi	POSS02
elizwe	POSS05
wa	V
lweengxaki	POSS11
nezicwangciso-qhinga	ADV
siseko	N07
yezomthetho	POSS09
indleko	N09
kwimpumelelo	NLOC
ezithathu	ADJ10
ikhontraka	N09
zoquko	POSS08
enyiniweyo	REL
nakwingingqi	ADV
kumanyathelo	NLOC
lokuqalisa	POSS05
aphuma	REL
yeziqhamo	POSS04
eyesibini	REL
zimali	COP
nengeniso	ADV
nekwazulu-natal	ADV
onomdla	REL
esigqeba	POSS06
icwecwe	N05
engakhange	REL
engakumbi	REL
kwigama	NLOC
wokungena	POSS03
umlilo	N03
yesi	POSS09
ikhonkco	N05
iithagethi	N10
unyimo	N11
soovimba	POSS07
onokuxabanisa	REL
abanomsindo	REL
ngokukhuthaza	ADV
yokusibhala	POSS09
ozisa	REL
lobuzaza	POSS05
likarhulumente	POSS05
nomhlophe	ADV
esifunekayo	REL
ongoxanduva	REL
ejongelwe	REL
juni	NPP
ikwayindlela	COP
bubume	COP
ngoluntu	ADV
uqoqosho	N11
usemgangathweni	COP
eli-10	REL
sinombono	COP
ezingangqinelaniyo	REL
nedityanelweyo	ADV
ulwahlulelwano	N11
lento	CDEM09
ezingoshishino	REL
abayenzileyo	REL
fakela	V
wamakhaya	POSS01
elisemva	REL
ngoobani	COP
abatshintshayo	REL
vela	V
abalithoba	REL
mofolo	NPP
enomtsalane	REL
uwodwa	PROQUANT03
kulwakhiwo-zindlu	NLOC
uphando	N11
no	ABBR
lula	ADV
ngokwekota	ADV
elilinganiselweyo	REL
nokuphuma	ADV
ocingwe	REL
kwiikona	NLOC
bekukho	COP
aziloqumrhu	COP
unelungelo	COP
ezinyanisekileyo	REL
phezu	ADV
ezakhiweyo	REL
sokhuseleko	POSS07
ebithe	REL
wasendlwini	POSS03
esikolweni	NLOC
okunganelisiyo	REL
okulolo	REL
baza	VAUX
ezingekasetyenzwa	REL
somgaqo-nkqubo	POSS07
lamandla	POSS05
iprojekthi	N09
yoogobityholo	POSS09
inzuzo	N09
neqabane	ADV
bukela	V
ngokufunda	ADV
azi	V
izikimu	N08
abafumana	REL
kuphantse	COP
bezigaba	POSS02
kwiholo	NLOC
yingcaphephe	COP
sotshintshiselwano	POSS07
abafuna	REL
lamana	V
yomnye	POSS09
yokufezekisiweyo	POSS09
fumanisa	V
amathandathu	ADJ06
ayikho	COP
kwamanye	POSS15
ematyotyombeni	NLOC
lweliso	POSS11
bokuzilungisa	POSS14
namalungiselelo	ADV
sisiphumo	COP
sobundlobongela	POSS07
esi-1	REL
nezinto	ADV
amancedo	N06
ezicacileyo	REL
18	NUM
yomndilili	POSS04
evoti	POSS01
kuphononongo	NLOC
zinamaqondo	COP
khumbuza	V
lengcaciso	POSS05
yokwenziwa	POSS09
nokufezekiswa	ADV
esekuhlaleni	REL
ezicuthiweyo	REL
inqanaba	N05
yobumelwane	POSS04
eyandisiweyo	REL
iiklinikhi	N10
kwiimpahla	NLOC
yokuzola	POSS09
yokusombulula	POSS09
kweempawu	POSS15
nehiv	ADV
ngabasebenzisi	COP
uthelekelelo	N11
luhlu	N11
nakwibhodi	ADV
ngeenkcukacha	ADV
chu	IDEO
engenzi	REL
yohlaza	POSS04
zinyanga	COP
yempumelelo	POSS09
kwinkonzo	NLOC
eyurophu	NLOC
seenkonzo	POSS07
okungazinzisiyo	REL
amashumi	N06
elichaphazelekayo	REL
okuhlanganelwayo	REL
ezingcono	REL
malungelo	N06
kumngcipheko	NLOC
sokuphelisa	POSS07
nokuvandlakanywa	ADV
enengeniso	REL
qulunqa	V
iminqweno	N04
kwabaniki-lukhathalelo	POSS15
namajelo	ADV
cape	NPP
nasekubetheleleni	ADV
eminyaka	POSS06
ebebeqeshe	REL
lwentsebenziswano	POSS11
cala	N00
conflictus	FOR
lwemida	POSS11
iimpazamo	N10
abayithethayo	REL
sokunika	POSS07
ngokwasemalini	ADV
abatsha	ADJ02
ezintlanu	ADJ10
ihlabathi	N05
yayi	VAUX
buyimpumelelo	COP
beekomiti	POSS02
ngo	ABBR
siye	VAUX
hlonela	V
fihlisa	V
kukawonke-wonke	POSS15
eziphakathi	REL
nabaniki	ADV
isifundo	N07
mamela	V
anayo	REL
kowona	ADVLOC
izithabazi	N08
kwisigqeba	NLOC
kwiimeko	NLOC
mahluko	N00
iikomitizeewadi	N10
nokuncitshiswa	ADV
uyintloko	COP
kwinxaxheba	NLOC
lweeprojekthi	POSS11
namonde	COP
oluhlanganyelweyo	REL
kwamasebe	POSS15
ngenkuthalo	ADV
oxanduva	POSS06
engingqi	POSS06
neentsana	ADV
ngokucacileyo	ADV
esihle	ADJ07
anesongezo	REL
esaldanha	NLOC
anabantu	REL
olungasombulula	REL
ezintsokothileyo	REL
okuba	POSS06
zezemali	COP
nawe	ADV
yezicwangciso	POSS04
yimveliso	COP
enjengobuhlwempu	REL
ziphumo	N08
ngenyathelo	ADV
ezingatshintsha	REL
izinga	N05
wokuphendula	POSS03
ngamagcuntswana	ADV
obuvela	REL
ixa	N05
awahlukileyo	REL
zokufunda	POSS08
esivumelekileyo	REL
luphela	REL
yeenguqu	POSS09
isondo	N05
yayindawo	COP
namanqaku	ADV
imanyano	N09
inganomdla	COP
ncipha	V
ekhaya	NLOC
enoxanduva	REL
ngabanxibeleli	COP
uyinene	COP
ngokwesondo	ADV
kwenzame	POSS15
akazwelonke	REL
yemali	POSS09
somzantsi	POSS07
nokuphunyezwa	ADV
thutha	V
ngumongameli	COP
cwangcisa	V
kumaxesha	NLOC
lwezibonelelo	POSS11
lothethwano	POSS05
ubunyani	N14
yongquzulwano	POSS09
benenxaxheba	COP
aqinisekise	REL
nala	ADV
iikopi	N10
esinganelanga	REL
ngokwezigqibo	ADV
ehlayo	REL
kufutshane	ADJLOC
zemikhwa	POSS08
esonelisayo	REL
nemithombo	ADV
enemigangatho	REL
iinkonzo	N10
kukudala	COP
ngomthetho	ADV
nangeenkxalabo	ADV
sogesi	POSS07
awonganyelweyo	REL
okuthembakeleyo	REL
qinisa	V
sekhulu	POSS07
nemida	ADV
nokungaqeshwa	ADV
ezentlalo-luqoqosho	REL
yamali-	POSS09
yabucala	POSS04
abangovimba	REL
anda	V
imbumba	N09
matyotyombe	N06
ye-	POSS09
emazantsi	NLOC
lwenxaxheba	POSS11
leenkcukacha	POSS05
kwangokunjalo	ADV
ngoku	ADV
nokuhamba	ADV
akunaso	COP
yobupolisa	POSS09
nowowiso-mthetho	ADV
okubuthathaka	REL
kwiinqobo	NLOC
olungasebenziyo	REL
sokuvuma	POSS07
zeziphi	COP
kubo	PROEMPLOC
izibonelelo	N08
nothungelwano	ADV
abawafunayo	REL
nangoko	ADV
nekufuneka	ADV
tyala	V
kuphela	ADV
ngokucwangcisekileyo	ADV
fezeka	V
ineajenda	N09
umzabalazo	N03
bokulawula	POSS14
lwenkxaso	POSS11
iba	COP
phazamisa	V
ulwazi	N11
njengabalawuli	ADV
nosuku	ADV
ngcamla	V
ngowokuba	COP
ecace	REL
ummandla	N03
okungaqeshwa	REL
bunako	COP
olusavelayo	REL
kwesizwe	POSS15
banenxaxheba	REL
idayethi	N09
yokuqulunqwa	POSS09
ezibaluleke	REL
neengo	ADV
ongowazo	REL
egunyaziswe	REL
ukungcola	N15
nokugcinakala	ADV
ngamaphepha	COP
amakhonkco	N06
umncedisi	N03
kusenokuba	COP
nezilinganisekayo	ADV
enyakeni	NLOC
tye	IDEO
yonke	PROQUANT09
zeengxelo	POSS10
nako	COP
awayephila	REL
ophezulu	REL
ngokwezinga	ADV
ebicetywe	REL
nekuvunyelwene	ADV
kwezigqeba	POSS15
olulungelelanisiweyo	REL
lwezaziso	POSS11
esincinci	ADJ07
nobudala	ADV
esandayo	REL
lusenokuba	COP
kuwe	ADVLOC
wakutshanje	POSS03
nemibhiyozo	ADV
nohlaziyo	ADV
nemfuno	ADV
akunjalo	COP
uwiso-mthetho	N11
yembono	POSS09
nakuphuhliso	ADV
elikumbindi	REL
kumanzi	NLOC
zicwangciso	N08
ewodwa	PROQUANT03
unemibutho	COP
thabatha	V
ezisebenzise	REL
noququzelela	ADV
xolisa	V
loxanduva	POSS05
unikezelo	N11
ngoxanduva	ADV
ezimxinwa	REL
kungayimfuneko	COP
othintelo	REL
nesicwangciso-qhinga	ADV
ezisebenzisekayo	REL
inomfanekiso	COP
aza	V
yokunqongophala	POSS09
njengomqulu	ADV
nokunobangela	ADV
ezingakhiyo	REL
umahluko	N01a
yonikezelo	POSS09
uthethathethwano	N11
kumaqonga	NLOC
kwezoqoqosho	NLOC
ngokwamaqela	ADV
olungenamkhethe	REL
eyomeleleyo	REL
bomntu	POSS14
ngokubalulekileyo	ADV
akangommi	COP
nesimilo	ADV
zeprojekthi	POSS10
umantyi	N01a
ezinyuliweyo	REL
namhlanje	ADV
yezitsala-manzi	POSS04
eluntwini	NLOC
noxanduva	ADV
wololiwe	POSS03
umda	N03
kwababandakanyekayo	POSS15
ngquzulwano	N11
ebhexeshwayo	REL
yokwenza	POSS04
ukukhanya	N15
esibekwe	REL
wesi-5	POSS03
injani	COP
izigidi	N08
nesahlulo	ADV
iyantlukwano	N09
esiphunyelelwa	REL
zosapho	POSS10
umqobo	N03
lokuzimasa	POSS05
kwincwadi	NLOC
nezifundo	ADV
ngokwesiseko	ADV
lokuqulunqa	POSS05
apha	CDEMLOC
ezibanjiweyo	REL
nokulawula	ADV
zoyedwa	POSS10
undofa	N01a
lwaloo	POSS11
ayidlalayo	REL
specific	FOR
iintsuku	N10
zokubonelela	POSS10
oqinisekisa	REL
ulwaphulo-mthetho	N11
oluthumela	REL
kwamanyathelo	POSS15
kwintando	NLOC
othethwano	POSS06
izifo	N08
kamnu	POSSKA
obona	PROEMP14
awahlukeneyo	REL
ngowama-2001	ADV
ngayo	ADV
ebekwe	REL
icandelo	N05
nezexesha	ADV
iincwadana	N10
ethunyelwayo	REL
ngaba	CONJ
lezemidlalo	POSS05
ufikelelo	N11
nokuzalisekiswa	ADV
kukonke	COP
ishedyuli	N09
yamalungu	POSS04
kwitheyibhile	NLOC
etyhutyha	REL
leendlela	POSS05
okuncedisayo	REL
yemizi	POSS09
kokusebenza	POSS15
ngesicwangciso	ADV
zolwaphulo-mthetho	POSS08
uxolo	N11
kwaphantse	POSS15
umsebenzi	N03
isakhiwo	N07
ngokuqhelekileyo	ADV
zenqanaba	POSS08
3.1	NUM
eyindalo	REL
enkxaso	POSS06
ezinexabiso	REL
lingakanani	COP
othile	REL
yokungqiyama	POSS09
kwezithuba	POSS15
neyedemokhrasi	ADV
yokuvula	POSS09
nentlonipho	ADV
namathela	V
emiswe	REL
wombane	POSS01
ekhuthaza	REL
kwamajelo	POSS15
kwezicwangciso-qhinga	POSS15
esicwangciso	POSS06
nakuhlahlo	ADV
imathiriyeli	N09
enkulukazi	ADJ09
zezona	COP
imigaqo-nkqubo	N04
lokuphucula	POSS05
wezentlalo	POSS03
ngokokuthatha	ADV
oluxhomekeke	REL
esifanayo	REL
ngathi	ADV
iyunivesithi	N09
njengomalathisi	ADV
emitsha	ADJ04
lixhala	COP
uludwe	N11
oluqala	REL
asebenzayo	REL
kwemida	POSS15
ungamhle	COP
obunamandla	REL
yoomasipala	POSS04
axelwa	REL
kwinxenye	NLOC
aphantsi	REL
ngokweemfuno	ADV
zizixeko	COP
zobungcali	POSS10
umz	ABBR
/	PUNC
ibala	N05
amkela	V
ngoqwalaselo	ADV
olukhuselekileyo	REL
kwaba-6	NLOC
lwekhomishoni	POSS11
ezihlanu	ADJ08
engamanzanga	REL
wentlanganiso	POSS03
zikhalazo	N08
kwiingxelo	NLOC
lemfundo	POSS05
yelungu	POSS04
karhulumente	POSSKA
lomthathi-nxaxheba	POSS11
asondele	REL
kuzo	PROEMPLOC
yintshayelelo	COP
uqulunqo	N11
ngokufikelelwa	ADV
ezine	ADJ10
ngokwasekuhlaleni	ADV
emgangathweni	NLOC
yeqondo	POSS09
somjikelo	POSS07
yokulungelelanisa	POSS09
abasayi	VAUX
asingabo	COP
wonke	PROQUANT01
nokwenza	ADV
iicawa	N10
sokunganxibelelani	POSS07
yemimiselo	POSS09
uqukuqelo	N11
lwenguqu	POSS11
kwizakhiwo	NLOC
kukatitshala	POSS15
ngesondo	ADV
ezinikwayo	REL
njengosapho	ADV
nabeshishini	ADV
iyadi	N09
kwecuba	POSS15
oluchanekileyo	REL
kwisimo	NLOC
lokulamla	POSS11
nemali	ADV
ezinjenge-overhead	REL
oluchithayo	REL
edla	REL
bezithuthi	POSS02
njengelungu	ADV
nokohluka	ADV
okukhulu	ADJ15
nokukhusela	ADV
ombono	POSS06
engunombolo	REL
nemithetho	ADV
oonomakhaya	N02a
lunamagosa	COP
abasebenzisana	REL
neyimiba	ADV
adinga	REL
nezempilo	ADV
ngokwezintlu	ADV
enempumelelo	REL
nolihlwempu	ADV
zokusiwa	POSS08
nokunyinwa	ADV
wina	V
kwezakhono	POSS15
nesiqhamo	ADV
okugqwesa	REL
kumanye	ADJLOC
amabango	N06
neenkcukacha	ADV
mpefu	NPP
umelo	N11
njengenzuzo	ADV
lwezakhono	POSS11
iimpawu	N10
kwesininzi	POSS15
kwinkqubela-phambili	NLOC
bangaphandle	POSS02
avumelana	REL
no-b	ADV
khuthaza	V
abangekho	REL
elenza	REL
neziphakamiso	ADV
yokulwa	POSS09
yeengcinga	POSS09
wedigri	POSS03
iirhafu	N10
esineenkcukacha	REL
elinokunikezela	REL
iingozi	N10
yiba	COP
nababhexeshi	ADV
ngaphambili	ADV
yentlalo	POSS09
ngokwenzeka	ADV
senzuzo	POSS07
abayithathayo	REL
ngabasebenzi	ADV
kubambiswano	NLOC
loluntu	POSS05
neengxaki	ADV
yengxelo	POSS09
namacwecwe	ADV
nokunikwa	ADV
zempilo	POSS10
zoshishino	POSS10
iqondo	N05
icebiso	N05
zesini	POSS10
okuzala	POSS06
ithuba	N05
neentsukaphi	ADV
umeya	N01a
elikhokelwa	REL
nomntu	ADV
neyamaphondo	ADV
abancedayo	REL
2.2	NUM
nangenyaniso	ADV
ingabinakhethe	COP
esiphambili	REL
leempiliso	POSS05
nabangasaphiliyo	ADV
nokungaphathwa	ADV
ngaxesha	ADV
eseka	REL
nezezimali	ADV
lama-75	POSS05
hlwila	V
mfutshane	COP
kwimimandla	NLOC
abanzi	REL
esingaguquguqukiyo	REL
wobuchwepheshe	POSS06
eyintloko	REL
ezigaba	REL
namanzi	ADV
yintoni	COP
wocalulo	POSS03
leprojekthi	POSS05
yeedolophu	POSS04
zizakhelo	COP
ezifanelekileyo	REL
ezingazinzanga	REL
eminye	ADJ04
enkonzo	POSS06
eningqongileyo	REL
nophuhlisayo	ADV
koorhulumente	NLOC
nolupheleleyo	ADV
ezilindelekileyo	REL
izikhokelo	N08
kulungiso	NLOC
nakwiimeko	ADV
abathunywa	N02
imiqathango	N04
oluqulathwe	REL
kakuhle	ADV
phelela	V
kwizidingo	NLOC
ngesifundwana	ADV
elincinane	ADJ05
ebezishiyelelwe	REL
ngokuzenzekelayo	ADV
kungasentla	COP
kutshintsho	NLOC
lokubamba	POSS05
sokususa	POSS07
nagxeke	COP
ngesikukhethayo	ADV
amancinci	ADJ06
ithenda	N09
umqondiso	N03
enjani	REL
phandle	ADV
nobulunga	ADV
zamaxesha	POSS10
b	ABBR
ngendlu	ADV
lobunini	POSS11
nemidla	ADV
ubuntu	N14
babantu	POSS14
yokwandlaleka	POSS09
aziingcali	REL
okukhoyo	REL
onokusetyenziswa	REL
sikarhulumente	POSS07
ongumongikazi	REL
naluphina	ADV
ne-idp	ADV
weshishini	POSS03
sobume	POSS07
ngokoke	ADV
nonophela	V
lweqela	POSS11
nqanda	V
seenqwelo-moya	POSS07
layita	V
ngokophuhliso	ADV
kwilizwe	NLOC
elifutshane	ADJ05
nangezicwangciso-buqili	ADV
lesitishi	POSS05
ziinjongo	COP
weprojekthi	POSS03
yokuveliswa	POSS09
zezithuba	POSS10
equkiwe	REL
bolawulo	POSS14
lunga	V
kwentlanganiso	POSS15
nawomnqweno	ADV
kokufundela	POSS15
oluxhaswayo	REL
okuneziphumo	REL
anenzuzo	REL
ineempembelelo	COP
olwandle	POSS06
yokuphawula	POSS09
wawumalunga	ADV
kaninzi	ADV
nee-1960	ADV
nokubuyiswa	ADV
inkcazo	N09
m	NPP
wolwazi	POSS01
sezindlu	POSS07
ama-40	N06
olubandakanyayo	REL
kuwiso-mthetho	NLOC
okuyintloko	REL
njengenxalenye	ADV
nomsindo	ADV
kube	COP
lunenjongo	COP
kuhlobo	NLOC
bazo	POSS14
labasebenzi	POSS05
esisetyenziswa	REL
ngabathabathi-nxaxheba	ADV
oyenzayo	REL
olucokisiweyo	REL
olunamandla	REL
korhulumente	POSS15
kwiingxoxo-mpikiswano	NLOC
iimeko	N10
banekopi	COP
nezindlu	ADV
ezijikayo	REL
elinikwe	REL
kokuthile	POSS15
okunegalelo	REL
tyekela	V
ezilunikezelayo	REL
yi-logical	COP
micimbi	N04
kwabahlali	POSS15
indlu	N09
lophando	POSS05
kumele	VAUX
izitendi	N08
sisithethi	COP
okubumba	REL
nciphisa	V
ezibonelelo	POSS06
bay	NPP
ababandakanyeka	REL
sengingqi	POSS07
abanempembelelo	REL
azo	POSS06
nasezifama	ADV
impumelelo	N09
ezaziphawulwe	REL
bomvuzo	POSS14
njengongenampumelelo	ADV
olahlekelwa	REL
wemigodi	POSS03
engumngeni	REL
anesivumelwano	REL
nombono	ADV
kwisikhokelo	NLOC
azenzileyo	REL
uvukelo-mbuso	N11
e-pr	POSS06
beendawo	POSS02
esinika	REL
195	NUM
nakwiindleko	ADV
ngokubonakalyo	ADV
ezikhuselwa	REL
lwezicwangciso	POSS11
zomhlaba	POSS10
nokuphuhliswa	ADV
nolwezibonelelo	ADV
neenjongo	ADV
abanyulwa	N02
abanokufikelela	REL
ngezi	ADV
banga	V
zesigaba	POSS10
yokufunda	POSS09
achaphazelekayo	REL
eepropati	POSS06
nange-logframe	ADV
nesitishi	ADV
ngokomeleza	ADV
kunzima	COP
zobugcisa	POSS08
gca	IDEO
usibonda	N01a
ezisemgangathweni	REL
umbuzo	N03
olulodwa	REL
esipheleleyo	REL
yekhomishoni	POSS09
lulawulo	COP
zimpendulo	N10
vuza	V
kwakusisisombululo	COP
ahlanganisiweyo	REL
nawomgaqo-siseko	ADV
ugutyulo	N11
esithi	REL
lekomiti	POSS05
zothethwathethwano	POSS08
152	NUM
nokuphathwa	ADV
yeqonga	POSS04
ekuqhutywa	REL
imidla	N04
kwekhabhoni	POSS15
mpompo	N09
okubuyisela	POSS03
nokunyanzelisa	ADV
ngengxoxo	ADV
neenkokheli	ADV
zezinye	COP
yophuhliso	POSS04
omalunga	REL
namaqalela	ADV
74a	NUM
nelomeleza	ADV
nangokuncomekayo	ADV
cukula	V
kwisibini	ADJLOC
bungekho	COP
esemaphandleni	NLOC
somthi	POSS07
iinguquko	N10
wolandelelwano	POSS03
khuphisana	V
ezinjalo	REL
nobelizwe	ADV
wophuhliso	POSS03
nokubona	ADV
wamalungu	POSS06
ecac	ABBR
efanayo	REL
zokwenziwa	POSS10
elinako	REL
ngomngxuma	ADV
alandele	REL
kwiiyunithi	NLOC
ebomini	NLOC
ndlela	N09
ahlangabezana	REL
nawamaphondo	ADV
omabini	PROQUANT06
ezinkulu	ADJ10
ngokukhethekileyo	ADV
umdlalo-linganiso	N03
yangowama-2009	POSS09
umyeni	N01
ayiyo	COP
enamathelayo	REL
ngokungajikajikiyo	ADV
yimpendulo	COP
ngenkathalo	ADV
enempilo	REL
nenqanam	ADV
lokujonga	POSS05
lungelo	ADV
kwengasemva	NLOC
ezi-2	REL
ngokuthembekileyo	ADV
okuya	REL
ugqaliselo	N11
kekela	V
iimpepha	N10
intetho	N09
wetyala	POSS03
namahlakani	ADV
ephuculiweyo	REL
zalana	V
zokususa	POSS10
zikazwelonke	POSS10
iimvavanyo-zimvo	N10
lengxelo	POSS05
nobugebenga	ADV
neforam	ADV
kophuhliso	POSS15
azisayi	VAUX
esinxibelelana	REL
ootitshala	N02a
nezixabisekileyo	ADV
lolawulo	POSS05
yembalela	POSS09
baphesheya	ADV
kwelinye	POSS15
okuququzelela	REL
bowama-2000	POSS14
nyaka	N03
ezandisiweyo	REL
ingezizo	COP
oluphambili	REL
olunemphumelelo	REL
ncoma	V
kwishedyuli	NLOC
okungcono	REL
lwesixokelelwano	POSS11
umhlalaphantsi	N03
ezobugcisa	REL
cacisa	V
nolwenziwa	ADV
ekhawuleza	REL
umnikezeli	N01
yezifezekiso	POSS04
ngokweenkalo	ADV
impahla	N09
neendawo	ADV
buyimfuneko	COP
mibandela	N04
ilizwekazi	N05
ongalinganiyo	REL
zokusebenzisa	POSS08
enegalelo	REL
abangaqeshwanga	REL
ngokugqithise	ADV
ewonke	COP
engaguquguqukiyo	REL
noluhlu	ADV
ngabavoti	ADV
sokuqokelela	POSS07
ngowama-2020	ADV
obusetyenzisiweyo	REL
nobuqabane	ADV
wesifo	POSS03
ngelinye	ADV
ezi	CDEM10
ende	ADJ09
yakutsha	POSS04
39	NUM
bendawo	POSS02
ikwangamaxhala	COP
kwimizi-mveliso	NLOC
nokumiliselwa	ADV
sikweni	NLOC
thumela	V
decision-makers	FOR
noluza	ADV
ngokuphumeza	ADV
eziluncedo	REL
esikhokelela	REL
lwenu	POSS11
yesigaba	POSS09
kweenyanga	POSS15
khawulela	V
lwezikhundla	POSS11
obubonakalayo	REL
eziziingcinga	REL
ngemibandela	ADV
kwesithuba	POSS15
kwezolimo	NLOC
bawo	POSS02
elandayo	REL
nesizathu	ADV
ezisesitalatweni	REL
transition	FOR
nokugcinwa	ADV
linqanaba	COP
aziyi	VAUX
modeli	N00
ngokusebenzayo	ADV
kuhlalutyo	NLOC
bamaqela	POSS02
losapho	POSS05
kumagunya	NLOC
nasekugungqiseni	ADV
yolwakhiwo-zindlu	POSS09
ziingcali	COP
iipasele	N10
abazalise	REL
nenkuthazo	ADV
baphantsi	COP
lwezigqibo	POSS11
nokuhloniphana	ADV
ezijoliswe	REL
kumapolisa	NLOC
njengokuguquka	ADV
zeethagethi	POSS10
injineli	N09
wama-64	POSS03
ulungelelaniso	N11
sakuqala	POSS07
eziyimpumelelo	REL
kukwiintlanganiso	COP
nobomi	ADV
mava	N06
ezisilelayo	REL
esetyenziswa	REL
ndawonye	ADJ09
lwesikhokelo	POSS11
kusebenziswano	NLOC
ezisasazwe	REL
ngobulungisa	ADV
nangenkuthalo	ADV
okwenzekileyo	REL
abakhethiweyo	REL
malinge	N06
nenkqubela-phambili	ADV
ngamalungiselelo	ADV
zivumelwano	N08
esizimeleyo	REL
athungelanayo	REL
lokukhangela	POSS11
nesebenza	ADV
i-67%	N09
yesondlo	POSS09
kungakho	COP
yamanzi	POSS09
likamasipala	POSS05
omandla	REL
yoluntu	POSS09
zabantu	POSS10
omelela	V
njalo-njalo	ADV
edlulileyo	REL
nendawo	ADV
okokuqala	ADV
ezifumanekayo	REL
abatshutshisi	POSS06
sokulingwa	POSS07
zama	V
-abahlali	N02
isidibi	N07
nasekuphandeni	ADV
yesikolo	POSS09
womhla	POSS03
laze	VAUX
yokubheka	POSS09
olukhulu	ADJ11
baso	POSS14
iinkcazelo	N10
ezokukhangela	REL
izakhono	N08
kweliso	POSS15
ovuselelayo	REL
ngokunyusa	ADV
neekomiti	ADV
basezikhundleni	COP
nonikezelo	ADV
ubuninzi	ADJ14
wobomi	POSS03
obandayo	REL
akhulelweyo	REL
ahlula	V
yephondo	POSS09
ngobuninzi	ADV
zokuba	POSS08
wezemidlalo	POSS03
babemi	POSS14
ngumthundezi	COP
va	V
noluntu	ADV
yexeshana	POSS04
olwamadoda	REL
iimvula	N10
yezakhono	POSS09
khula	V
khonza	V
nekwamele	ADV
zokunikezela	POSS10
management	FOR
enyanisweni	NLOC
zokuqalisa	POSS10
notyalo-mali	ADV
ogcino-cwangco	POSS06
nengxelo	ADV
bengxaki	POSS14
